輧	4666
媺	943
琍	403
輨	454
琎	2068
琏	2715
琐	108
媾	2678
輭	833
輲	6315
輴	8823
嫀	126
琚	5612
輵	3103
琛	1571
嫁	1002
嫂	549
嫄	3582
輹	4705
琢	410
嫉	235
嫊	2592
琥	518
嫌	183
琦	1422
琨	1585
琩	5384
琪	992
琬	2883
嫒	6440
轀	5555
轁	2631
嫔	1478
琮	1837
琯	840
轃	1
琰	1942
嫖	372
琲	1451
嫘	701
琳	713
嫚	2142
琴	967
琵	149
琶	238
琻	1428
嫡	1879
琼	837
轐	909
嫣	591
轑	2608
嫦	258
轕	6470
轖	6500
嫩	761
嫪	625
轘	3809
嫫	3695
瑀	3125
瑁	1862
嫱	5000
轞	1904
瑄	1054
瑆	2413
车	718
轧	1416
轨	136
轩	880
轫	152
瑒	704
转	407
轭	7931
轮	395
瑕	249
软	399
瑖	1
轰	420
瑗	7096
轱	606
轲	2327
轳	3076
瑙	800
瑚	183
轴	568
轵	4807
瑛	1842
瑜	1288
轶	1291
轸	7450
瑞	433
轹	1
嬅	52
瑟	742
轺	3225
瑠	6666
轻	301
轼	615
嬉	288
载	154
轾	2727
轿	67
瑬	1250
瑭	6153
辂	6666
瑰	255
较	461
瑱	6800
嬗	666
辄	185
辅	174
辆	459
辇	1935
嬛	65
辈	196
瑶	917
辉	979
瑷	5000
辊	5060
辋	2716
辍	271
辎	1445
辏	5000
辐	84
瑾	1214
辑	115
输	602
辔	4545
辕	69
辖	57
辗	118
辘	815
辙	479
璀	108
璁	7586
辛	456
辜	219
璃	98
辞	242
辟	173
嬴	6140
璇	977
辣	576
嬷	542
璋	1346
璎	1392
辨	230
辩	202
璐	627
辫	777
嬿	3055
辰	852
辱	215
璘	3684
孀	94
璜	1237
璞	1914
璟	1414
边	511
璠	2160
辻	5957
辽	200
达	483
璧	775
璨	372
璩	821
子	369
孑	1610
孓	2250
迁	220
孔	777
迂	569
孕	189
孖	3435
迄	68
字	656
迅	53
存	166
孙	515
孚	1323
过	1296
孛	1818
迈	248
孜	700
孝	936
孟	815
迎	222
孢	425
运	101
季	221
近	406
孤	296
璿	146
学	217
返	220
迕	5600
孩	19
孪	254
还	4688
这	2593
孬	7966
瓁	6956
进	226
远	482
孰	949
违	33
孱	295
连	1209
迟	227
孳	139
瓈	4166
孵	165
迢	330
迤	1421
迥	260
瓌	2727
迦	1353
孺	1168
迩	419
迪	375
孽	760
迫	67
瓒	1116
迭	651
述	105
瓘	1063
迳	5321
宁	412
瓜	424
迷	217
它	6523
迸	538
迹	86
宅	299
瓠	1590
宇	747
瓢	914
守	248
瓣	1239
追	566
安	184
瓤	679
宋	920
瓦	536
完	696
宏	482
宓	1933
瓮	948
瓯	437
宕	350
宗	789
官	334
宙	110
瓴	400
定	179
宛	679
瓶	769
宜	458
瓷	514
宝	442
实	65
宠	353
审	102
客	139
宣	68
室	581
瓿	1406
宥	527
宦	1551
宪	383
宫	444
宰	495
甄	563
害	140
宴	631
宵	367
家	608
宸	3094
容	87
甍	4666
宽	582
甑	2809
宾	208
宿	187
甗	786
甘	441
甙	2890
寀	250
甚	123
寂	243
甜	735
寄	413
寅	1466
生	263
密	123
甡	5000
寇	1950
甥	393
富	307
用	2982
甩	2285
甪	1944
寐	394
甫	787
甬	1232
寒	721
甭	1175
寓	201
甯	2424
田	677
由	4077
甲	528
申	91
甴	4545
电	201
寝	363
男	1355
寞	121
甸	188
察	40
町	1603
寡	493
画	794
甽	3000
甾	458
寤	5000
寥	219
寨	810
畀	7391
寮	1404
寰	1613
畅	242
畈	2555
畊	924
寸	638
对	8901
界	172
寺	892
畎	3333
寻	285
导	37
畏	355
対	7200
畑	4246
寿	410
畔	946
留	262
畚	3181
畛	4666
封	465
畜	277
射	161
畠	1428
将	7788
尉	1053
尊	111
略	144
畦	5057
小	1286
番	174
少	783
尔	246
尕	4101
尖	356
尗	2500
畲	1137
尘	453
尚	540
畴	194
尛	1
尜	5000
畷	1
尝	269
畸	268
畹	6486
尤	210
畿	142
尧	1756
尬	60
疃	2132
就	6560
尳	181
疆	121
尴	4
尸	358
尹	1002
疍	483
尺	287
尻	1782
尼	280
疏	332
尽	344
尾	513
疑	118
尿	376
疔	3055
疕	2727
疖	3208
疗	41
疙	49
疚	173
局	970
屁	432
层	284
屃	1
疝	3147
疟	397
居	189
疡	314
屈	512
疣	1396
屉	259
疤	665
届	191
疥	2173
屋	402
屌	104
屎	1427
屏	443
屐	2750
疫	44
屑	710
疮	654
疯	323
展	118
疰	4285
疱	542
疲	75
屙	1632
疳	2222
疴	156
疵	293
疸	314
属	439
疹	513
屠	270
屡	290
疼	998
疽	1600
屣	3636
疾	83
履	105
痂	1250
屯	1484
山	631
屲	2692
病	546
症	501
痈	3643
痉	275
痊	114
屹	913
屺	4827
痍	400
屼	1351
屽	2727
屾	3673
痒	1227
屿	398
痔	1301
痕	288
痘	579
岀	5526
痛	611
岁	4857
岂	1024
岃	5172
痞	673
岈	816
痢	998
痣	4361
痤	174
岌	54
痧	954
痨	3544
岐	1143
痪	124
岑	2021
痫	222
岔	1053
岖	242
痰	2487
痱	560
岗	428
岘	2190
岙	2439
岚	1462
痴	690
岛	560
岜	3000
岞	5454
痹	519
岢	1463
痼	239
痿	473
岩	608
岫	2857
岬	6027
瘀	1755
岭	787
瘁	816
岱	1826
瘆	2291
岳	792
岵	677
瘊	2222
岷	654
岸	275
瘌	1176
岺	1000
瘐	1
岿	442
瘘	2139
瘙	55
峁	4225
峄	750
瘟	1392
瘠	348
峇	5714
瘢	102
瘤	358
峋	432
瘦	1451
瘩	209
瘪	2568
瘫	325
峒	1012
峙	451
瘴	894
瘸	854
峡	127
瘼	3157
峣	1666
峤	2614
瘾	927
瘿	5172
峥	795
峦	1109
峨	421
峪	1162
癀	26
峭	554
峯	3500
峰	724
癌	346
癍	5000
峻	249
癔	1929
癖	876
崀	519
崁	3584
癜	1
崂	154
崃	734
癞	1604
崆	372
崇	359
癣	1477
崎	553
崐	745
崑	4222
癫	213
崔	798
癯	1
崖	779
崚	564
崛	24
癸	3872
崞	1428
発	2857
登	279
白	598
崤	1538
百	193
崦	5714
崧	3491
崩	543
崭	86
崮	1809
崯	1
皂	881
的	9890
皆	685
崴	1680
皇	214
皈	1180
皋	1035
皎	2067
崽	813
皑	821
皓	1024
皕	6153
皖	1373
皙	166
皛	909
嵇	2330
嵊	612
嵋	131
嵌	955
退	493
皮	669
送	1270
适	50
嵖	625
逃	250
逄	2916
皱	755
皲	270
嵘	1915
逅	48
逆	194
皴	5168
嵛	1704
选	315
逊	407
嵞	1538
逋	4210
逍	167
嵢	86
透	128
嵣	267
逐	95
逑	1
嵥	689
皿	400
递	124
嵧	448
途	102
嵨	109
嵩	732
逗	1300
嵬	331
通	143
逛	2079
盂	1104
嵯	780
逝	258
嵱	4687
逞	661
嵲	281
盅	3285
速	83
盆	700
造	78
逡	2307
盈	256
逢	638
益	96
逦	937
盎	51
盏	1433
盐	1038
监	26
盒	864
盔	296
逮	283
逯	3755
盖	794
盗	170
盘	491
逵	1238
盛	486
嶂	2566
逶	103
逸	649
嶅	7500
逹	666
盟	74
逻	23
逼	813
逾	1235
盥	786
嶏	1428
目	32
遁	1753
盯	584
遂	2548
盱	137
盲	291
嶙	471
直	105
遇	208
嶝	467
相	77
盹	636
盺	2222
遍	206
盼	1144
遏	84
遐	260
遑	329
盾	199
遒	1493
道	1415
遗	64
遛	922
省	585
眈	43
遢	469
遣	174
眉	729
嶷	2564
遥	209
看	1944
遨	99
遭	838
遮	260
眙	65
遴	56
遵	28
遶	1
眞	1
巅	123
真	1431
眠	162
遽	3877
巉	65
避	101
眦	2972
巍	873
眨	743
眩	340
眬	1216
眭	599
邀	258
眯	1051
邂	32
邃	285
邈	2905
眶	340
眷	307
川	476
眸	691
州	180
邋	500
眺	626
巡	91
巢	546
眼	330
邑	866
工	90
左	393
邓	603
巧	589
邕	1554
巨	147
巩	171
邗	1267
巫	817
邙	406
着	1406
邛	1018
差	982
睁	138
巯	3000
邝	2226
己	24
已	3391
睆	1
巳	5628
睇	3684
邡	24
巴	211
邢	737
那	1913
巷	1246
邦	712
邨	3467
巽	1637
邪	1175
睐	23
睑	930
巾	276
巿	2158
邬	1254
邮	78
邯	125
邰	2713
邱	826
邳	601
睚	2400
邴	1630
币	162
睛	98
邵	963
市	304
布	114
邸	523
邹	956
帅	555
邺	679
帆	559
睡	1595
邻	192
睢	425
师	407
督	28
邾	781
睥	1304
睦	515
希	99
睨	2530
帏	5636
帐	569
帑	409
睫	137
睬	121
帔	4642
郁	419
帕	282
帖	406
睱	5333
郄	1860
郅	173
帘	398
帙	3076
郇	5151
帚	286
帛	2584
帜	98
帝	532
郊	86
睹	752
帡	2173
郎	798
郏	1472
睽	171
睾	171
郑	494
睿	1021
郓	75
带	1297
帧	2270
郗	4647
郚	4000
席	198
帮	955
郜	918
郝	1199
郞	8000
瞄	419
瞅	1788
郡	1863
郢	3425
郤	1250
帷	45
常	322
郦	5254
瞌	1
郧	201
瞎	2574
部	297
帼	174
帽	824
郫	352
瞑	862
瞒	530
郭	569
郯	538
郴	189
幂	140
幄	412
郸	127
瞟	3166
幅	130
瞠	82
都	7238
郾	1623
幋	181
瞥	837
幌	130
瞧	1802
瞩	40
瞪	656
瞬	66
鄀	193
瞭	243
幔	2197
鄂	844
幕	70
瞰	545
鄄	813
瞳	1072
幛	967
幞	1
鄌	2500
幡	2064
瞻	383
幢	1399
瞿	1432
鄘	1
鄙	668
鄞	150
干	727
平	319
年	2062
鄢	1518
鄣	1717
并	5123
幸	94
幺	1637
矍	456
幻	172
幼	141
幽	405
广	106
鄯	838
矖	1250
鄱	42
矗	378
矛	70
矜	1608
庄	578
庆	256
庇	173
矢	688
矣	3657
床	727
知	146
矩	290
序	105
庐	334
庑	7111
矫	263
矬	810
短	358
库	449
矮	1454
应	1280
底	266
庖	1547
酃	3030
店	1089
石	529
庙	1008
酇	1666
庚	691
酉	420
矶	225
府	206
酊	2714
矸	517
酋	194
庞	474
酌	859
废	315
庠	2288
配	939
酐	1839
矽	4838
矾	847
庥	1538
矿	398
酒	598
度	299
座	622
酗	102
酚	1102
庭	145
砀	366
码	212
砂	747
酝	26
酞	1979
酡	1818
酢	3636
庵	3603
庶	1368
酣	407
康	391
酥	2195
庸	288
酦	1764
庹	1405
砌	1773
砍	1126
酨	597
酩	1147
酪	310
庾	533
砒	87
酬	276
酮	1169
研	28
酯	695
酰	507
砖	1088
砗	1666
酱	837
砚	1808
酵	92
砜	4615
酶	2401
酷	716
砝	205
砞	3846
酸	577
廅	61
砟	2463
廆	132
廇	329
砣	2350
廉	244
廊	416
廋	209
酿	392
砥	270
廌	81
砦	5052
砧	878
砬	5151
砭	1469
廓	488
砯	2941
砰	2585
廖	860
醅	4864
醇	882
破	368
醉	724
砷	2344
醋	2228
砸	2013
醌	5757
醍	652
砺	909
砻	918
砼	3816
醐	555
砾	821
醒	156
廪	1568
醚	1028
础	5
醛	522
硅	839
硇	1
醣	2400
延	120
廷	478
硌	4482
建	754
硎	2000
廻	3333
廼	1
硏	1428
醪	5813
硐	2903
廿	2419
硒	2431
醯	6842
硕	294
硖	3404
硙	70
硚	145
醴	1119
开	488
异	150
弃	277
硝	296
弄	1634
醺	625
弈	152
弊	389
弋	807
弎	4166
式	382
弑	3614
硫	444
硬	633
弓	1841
确	48
引	83
弗	229
弘	441
釆	5952
采	82
弛	464
釉	1844
硷	2095
释	88
弟	188
里	1602
张	549
重	517
野	296
弢	835
硼	1188
量	441
金	358
弥	221
弦	1600
弧	470
弩	1388
弭	733
碁	153
弯	765
釜	716
弱	481
碇	2592
弶	2500
碉	545
弹	312
碌	91
强	5591
碍	97
碎	548
弼	1127
碑	684
碓	3943
碗	1225
碘	1771
彀	1047
碚	184
碛	2237
碜	649
碟	529
碣	426
碧	729
归	769
当	1209
录	168
碰	625
彗	478
碱	856
碲	5000
碳	381
碴	1518
碶	1764
彝	659
碹	2727
形	108
碾	732
彤	1045
彦	713
彧	1291
彩	229
彪	1018
彬	1498
彭	960
磁	484
彰	219
影	87
磅	1067
磉	2222
彶	1
彷	393
磊	777
磋	27
役	207
彻	56
彼	280
磐	921
磕	1232
磙	3750
往	620
征	181
徂	3600
径	127
待	674
磡	211
徇	253
很	1564
徉	170
徊	168
律	30
磨	644
徐	579
磬	3470
徒	172
徕	540
得	4902
磲	1666
徘	6
徙	435
磴	419
徜	19
磷	913
磺	759
御	445
徨	196
循	186
礀	6000
徭	634
微	165
礁	447
徯	256
徳	7555
徵	3025
德	426
礌	1428
徽	144
礒	1
鉴	138
心	340
必	225
忆	124
礡	652
礤	3846
忌	727
忍	456
忏	276
忐	93
忑	123
忒	5902
忖	1976
志	207
忘	294
銆	5775
忙	1349
礴	109
忝	2222
忞	2142
忠	777
示	36
忡	52
礼	450
礽	1142
忤	2343
社	130
忧	381
忪	460
快	642
祀	488
祁	877
忱	712
祆	5333
祇	4516
念	183
祈	355
祉	439
祊	2307
忸	135
祎	1100
忻	750
祐	2669
忽	196
忾	410
忿	764
祓	714
銮	1895
祖	312
祗	1707
祙	1428
祚	1558
祛	866
銶	2500
祜	1497
祝	401
神	290
祟	348
祠	1382
祢	6470
祥	935
票	446
祭	945
祯	1748
鋆	4000
祷	351
祸	783
祹	3750
祺	1347
祼	3666
鋐	344
禀	595
禁	197
禄	982
禅	916
禇	6571
禊	1428
福	334
鋬	1000
禕	1000
禛	1219
禤	3428
禧	1008
禩	909
禳	3720
禵	1538
禹	1499
禺	121
离	623
禽	389
禾	1244
秀	702
私	206
秃	1093
錞	2352
秆	176
錡	7500
秉	348
秋	659
种	429
錩	1
科	278
秒	2586
録	1578
秘	77
秝	1
租	405
秣	1382
錾	3181
秤	2097
秦	767
秧	908
秩	21
秫	3529
鍀	1052
秭	171
积	56
称	3465
秱	2500
秷	4545
秸	53
移	123
秽	149
稀	150
程	120
鍧	6111
稍	560
税	418
稔	1707
稚	500
稞	86
稠	1120
稣	107
稫	7222
稯	1333
稰	8461
鎅	1
稳	180
稷	1322
稹	3076
稻	377
鎏	1666
稼	557
稽	205
稿	409
穂	7307
穆	215
穊	4375
穑	4705
穗	1758
鎴	8235
鏂	6666
穰	6304
穴	807
究	19
穷	1158
穹	646
空	199
穿	1366
鏖	9
突	54
窃	146
窄	727
窈	771
窊	1
窍	496
窑	1138
窒	78
窕	339
窖	732
窗	228
窘	236
窜	851
窝	759
鏸	1666
窟	541
窠	1542
窣	1463
窥	620
窦	1204
窨	229
窸	1578
窿	400
立	171
竑	4509
竖	1140
站	1024
竞	60
竟	1593
章	599
竣	75
童	201
竭	233
端	352
竹	952
竺	641
竽	852
竿	566
笃	1690
笄	3793
笆	790
笈	261
笊	2142
笋	1299
笏	3188
鑫	995
笑	1012
笔	286
笕	1610
笙	1595
怀	286
态	40
笛	1005
怂	1156
笞	4752
怄	1219
怅	447
怆	769
笠	1407
笤	181
符	165
怍	6666
笨	1672
怎	43
怏	816
笪	4642
笫	7500
怒	579
第	76
怔	1360
怕	1775
怖	4
怗	1
笳	4000
钇	5833
针	188
怜	384
钉	1303
思	200
钊	1113
钋	2605
钌	6250
笹	3750
钍	2903
笺	3750
怠	337
钎	3129
怡	1087
钏	2536
笼	592
钐	5333
钒	1754
急	303
怦	308
钓	170
性	601
钕	1330
怨	412
钖	3333
怩	2567
钗	1752
怪	891
钙	1984
钚	3804
钛	1655
钜	2081
怯	881
钝	1294
钞	454
钟	284
钠	1676
筇	113
钡	5463
怵	2405
钢	436
钣	395
等	6884
筊	7500
钤	4750
筋	643
钥	84
筌	4210
钦	974
钧	1400
筎	1
钨	1911
总	628
怼	1538
筏	1224
钩	870
钪	4782
筐	1243
筑	124
钬	9204
怿	1628
筒	855
钮	460
答	527
钯	4305
钰	798
策	70
钱	2677
钳	1897
筚	909
钴	3359
恁	6632
钵	1076
筛	372
筜	254
恂	4857
钷	2500
筝	321
恃	1776
钺	4094
筠	1141
钻	1034
钼	616
钽	2000
钾	1923
钿	2944
恋	334
恍	144
恐	222
恒	481
铀	1213
铁	335
恕	1430
铂	1086
铃	508
铄	827
筱	1202
筲	1454
铅	948
铆	1127
恙	1219
铈	2134
筵	2045
铉	1050
铊	5833
筷	602
铋	3333
铌	2686
筹	106
铎	1315
筼	593
恢	15
恣	1138
铐	401
铑	5789
恤	2125
签	482
铕	8965
恨	1656
铖	3430
恩	658
铗	6842
恪	202
恫	1188
铙	3181
恬	738
恭	681
简	113
铛	453
息	56
铜	996
铝	886
恰	438
铟	5857
箅	762
铠	852
恳	140
铡	4459
恵	2549
铢	1747
铣	1969
恶	259
铤	125
恸	1461
恹	1500
铧	2317
箍	1552
恺	438
铨	2755
恻	485
铩	67
恼	163
恽	2431
箐	3910
铫	3076
铬	602
恿	59
箓	3750
铭	1325
箔	1382
铮	734
铯	1469
箕	1466
铰	2585
铱	2875
算	747
